,age,norm_r,norm_s,norm_t,post_tran,pre_tran,rotate,scale,session_id,spatial,tracing_item,translate,human_rating,human_norm_rating,norm_shape,norm_spatial,overall
190,2,-0.340234617018,0.704459597154,0.153043037833,-0.357574045658,-0.159518048167,0.0200769,0.159995079549,cdm_run_v31526249267204,0.517268017969,shape,0.0668359,1,-0.53510911925,0.693772434851,0.222670594125,0.916443028976
191,2,-0.552149675305,-0.91835699112,-0.805576058989,-0.0,-0.0,0.0,0.0,cdm_run_v31526250622539,-2.27608272541,square,0.0,0,-1.2601849624,2.33667722495,-0.89059148798,1.44608573697
192,2,-0.122988143226,-0.415474188641,0.406454423997,-0.67880576849,-0.183179050684,0.0406589,0.0495797088641,cdm_run_v31525889224904,-0.13200790787,square,0.084504,2,0.391498874442,-0.782154418849,-0.0360918512188,-0.818246270068
193,2,0.507441448883,-0.0859847843024,-0.680237672377,-0.266477525234,-0.180307462811,0.100386,0.0820643924929,cdm_run_v31525889224904,-0.258781007796,shape,0.00873872,0,-1.22884788078,1.11232325414,-0.0866160059507,1.02570724819
194,2,0.172152306011,-0.625096754575,-0.329639238119,-0.462859243155,-0.213206619024,0.0686206,0.0289128144324,cdm_run_v31525894399483,-0.782583686682,square,0.0331828,0,-1.82259130922,0.210030515115,-0.295372340002,-0.0853418248869
195,2,0.396213196452,-0.0340442685964,-0.542186333254,-0.532407104969,-0.191857933998,0.0898482,0.0871852588941,cdm_run_v31526064952740,-0.180017405399,square,0.0183638,1,-0.185923092152,-0.109513133824,-0.0552255576845,-0.164738691509
196,2,0.670613795513,0.38396295393,0.678309315772,-0.211706712842,-0.0786471515894,0.115845,0.128397001061,cdm_run_v31526403599614,1.73288606521,square,0.103458,0,-1.2601849624,1.36397247513,0.707143044112,2.07111551924
197,2,-0.0372358449863,0.0790474881575,-0.373108195621,-0.327662557364,-0.227941051126,0.0487831,0.0983350861444,cdm_run_v31526403599614,-0.33129655245,shape,0.0301521,0,-1.5759340326,0.831203347396,-0.115516353112,0.715686994285
198,2,7.03610858236,3.63588504773,2.68256861311,-0.20068667829,-0.0310620684177,0.718914,0.449007190681,cdm_run_v31526411095192,13.3545622432,square,0.243197,0,-0.958219013401,1.41460497425,5.33884618776,6.75345116201
199,2,2.26766353397,3.02164211533,0.791001300823,-0.20150591433,-0.0181610640138,0.26715,0.388448377355,cdm_run_v31526411112241,6.08030695013,square,0.111315,0,-1.05256474655,1.41084092361,2.43976428317,3.85060520678
200,2,3.72675722285,0.884983926796,0.576892266376,-0.286415874958,-0.0369845628738,0.405385,0.177793150317,cdm_run_v31526411171270,5.18863341603,square,0.0963871,0,-1.05256474655,1.02071478684,2.08439668836,3.1051114752
201,2,-0.318311532475,-0.41086411294,-0.344687784729,-0.700628757477,-0.265436649323,0.0221539,0.0500342207503,cdm_run_v31526426124932,-1.07386343014,square,0.0321336,4,0.978838315079,-0.882422023773,-0.411458976973,-1.29388100075
202,2,-0.498795199517,-0.442987030348,0.0597354511259,-0.349973201752,-0.145373731852,0.00505482,0.0468671908079,cdm_run_v31526491920836,-0.88204677874,square,0.0603304,1,-0.461557375421,0.728695167677,-0.335012363447,0.39368280423
203,2,-0.160899141182,-0.528096085528,-0.188032012916,-0.367398947477,-0.228206068277,0.0370672,0.038476205559,cdm_run_v31526492587373,-0.877027239626,square,0.0430558,0,-1.10514071141,0.648631076141,-0.33301187619,0.31561919995
204,2,0.398023407814,-0.742171263419,-0.694498221321,-0.458803355694,-0.32364243269,0.0900197,0.0173703237461,cdm_run_v31526493024418,-1.03864607693,square,0.00774446,1,-0.473631733463,0.228665639836,-0.397423452053,-0.168757812217
205,2,-0.291204804783,-0.784319175757,-0.535729170003,-0.575231909752,-0.422705411911,0.024722,0.0132149197183,cdm_run_v31526493522883,-1.61125315054,square,0.018814,1,-0.511845974264,-0.306275392627,-0.625630290923,-0.931905683551
206,2,-0.155508616735,-0.164026006124,0.010279776739,-0.184435427189,-0.116963453591,0.0375779,0.0743702318689,cdm_run_v31526493522883,-0.30925484612,shape,0.0568823,2,0.384774151605,1.48927274895,-0.106731850865,1.38254089808
207,2,1.18871423114,0.595431548388,-0.388449336923,-0.352444767952,-0.130233377218,0.16493,0.149245897256,cdm_run_v31526497092100,1.3956964426,square,0.0290825,1,-0.495187568472,0.717339343622,0.572759482641,1.29009882626
208,2,0.0737179730683,2.41044714067,1.11760295433,-0.124485246837,-0.0566806867719,0.0592949,0.328190065173,cdm_run_v31526497092100,3.60176806807,shape,0.134086,2,-1.09544511501,1.7647190227,1.45196732894,3.21668635164
209,2,-0.0523772339015,0.367473569534,-0.457609255814,-0.384122878313,-0.0641575306654,0.0473486,0.126771296476,cdm_run_v31526498176971,-0.142512920182,square,0.0242606,0,-0.924134115767,0.571791533636,-0.0402785191145,0.531513014522
210,2,0.23346094552,1.10609932784,0.631781022593,-0.198646366596,-0.0927978008986,0.074429,0.199593134638,cdm_run_v31526498176971,1.97134129596,shape,0.100214,0,-0.924134115767,1.42397936229,0.802176998331,2.22615636062
211,2,1.05665852063,0.111656792989,0.825911863585,-0.240793228149,-0.0311899650842,0.152419,0.1015500695,cdm_run_v31526498658623,1.99422717721,square,0.113749,0,-1.39121668728,1.23033197212,0.811297938074,2.04162991019
212,2,0.401136126944,-0.796037031266,0.499208375649,0.00761200487614,0.00912585388869,0.0903146,0.0120596448475,cdm_run_v31526498731343,0.104307471327,square,0.0909709,0,-1.25822955067,2.37165123782,0.0580892865067,2.42974052432
214,2,0.355757347422,-0.714094860994,-0.236067742474,-0.643952012062,-0.310779809952,0.0860154,0.0201384038063,cdm_run_v31526581002319,-0.594405256047,square,0.0397067,3,0.75074848824,-0.622015829139,-0.22037570308,-0.842391532219
215,2,-0.233328706003,-0.217121473921,-0.405135840093,-0.430616617203,-0.341849535704,0.0302052,0.069135497608,cdm_run_v31526581002319,-0.855586020017,shape,0.0279191,3,-0.816496580928,0.358172040668,-0.324466691938,0.0337053487304
216,2,0.228588679837,-0.0321874624941,-0.269970000978,-0.734535753727,-0.241702511907,0.0739674,0.0873683232294,cdm_run_v31526582770784,-0.0735687836356,square,0.037343,1,-0.126434925588,-1.0382106422,-0.012801521039,-1.05101216323
217,2,0.0584404224821,-0.141264962171,0.496514783338,-0.400187820196,-0.171090811491,0.0578475,0.0766142655226,cdm_run_v31526582770784,0.413690243649,shape,0.0907831,2,-0.446487652492,0.497979772708,0.181390705098,0.679370477806
218,2,-0.336694413572,-0.779329352662,-0.140225769391,-0.422367483377,-0.090207092464,0.0204123,0.0137068712726,cdm_run_v31526584275728,-1.25624953563,square,0.0463889,4,1.22474487139,0.39607339744,-0.484147140469,-0.0880737430291
219,2,0.072310969135,2.65258839618,1.33129747963,-0.237612605095,-0.0682111755013,0.0591616,0.352063009113,cdm_run_v31526584275728,4.05619684495,shape,0.148985,0,-1.27130715686,1.24494561904,1.63307538617,2.87802100521
220,2,6.94796237195,1.28571229084,4.2908497606,-0.208337560296,-0.0126572130248,0.710563,0.217301352874,cdm_run_v31526584514437,12.5245244234,square,0.355328,0,-0.969334429511,1.37945233706,5.00804289222,6.38749522928
221,2,0.101671225257,3.30893989881,-0.312096465188,-0.227538004518,-0.10000821203,0.0619432,0.41677334769,cdm_run_v31526584514437,3.09851465888,shape,0.0344059,1,-0.473631733463,1.29123424023,1.2514007014,2.54263494162
223,2,2.62772143476,1.00309041777,2.75413956963,-0.124278463423,-0.00311222905293,0.301262,0.189437385134,cdm_run_v31526594227071,6.38495142216,square,0.248187,0,-0.924134115767,1.76566910693,2.56117729943,4.32684640637
224,2,-0.176990495243,0.2469846706,0.348732949561,-0.0227645896375,0.00505217816681,0.0355427,0.114892177721,cdm_run_v31526597325637,0.418727124918,square,0.0804796,0,-1.26891814421,2.23208335464,0.183398103897,2.41548145853
225,2,-0.104023672356,-0.634400839201,-0.697018838536,-0.686749696732,-0.454479128122,0.0424556,0.027995515601,cdm_run_v31526675203953,-1.43544335009,square,0.00756872,2,0.716464578334,-0.818653482244,-0.555563048216,-1.37421653046
226,2,-0.23337620426,0.689814865707,3.4328158263,-0.0251958984882,0.0111161479726,0.0302007,0.158551241108,cdm_run_v31526675203953,3.88925448775,shape,0.295505,0,-1.25822955067,2.22091249644,1.56654217454,3.78745467099
227,2,2.07343788223,0.770813839078,1.73024460503,-0.0660714134574,-0.0195727553219,0.248749,0.166537009359,cdm_run_v31526679539919,4.57449632633,square,0.1768,0,-1.27130715686,2.0331064178,1.83963847574,3.87274489354
228,2,-0.215809237672,-0.411383720419,-0.543930427105,-0.139224618673,-0.0657034218311,0.031865,0.0499829921391,cdm_run_v31526679841182,-1.1711233852,square,0.0182422,3,-0.816496580928,1.69699770767,-0.450220962135,1.24677674554
229,2,0.522081467304,1.26679925952,-0.509464493532,-0.107171110809,-0.0800967440009,0.101773,0.215436698561,cdm_run_v31526679841182,1.27941623329,shape,0.0206452,0,-1.39121668728,1.84427031386,0.526417164823,2.37068747868
230,2,6.65943684668,0.063674491652,3.90812442916,-0.275181055069,-0.0218751877546,0.683228,0.0968194473368,cdm_run_v31526680185143,10.6312357675,square,0.328644,0,-1.2601849624,1.07233413572,4.25349157923,5.32582571494
231,2,4.33957973874,2.3944250984,-0.421060736492,-0.204492256045,-0.0190016534179,0.463444,0.326610436306,cdm_run_v31526680929665,6.31294410064,square,0.0268088,3,1.52668453701,1.39711991906,2.53247949953,3.9295994186
232,2,-0.468405286729,-0.627727751142,-0.348358126968,-0.56110149622,-0.355230897665,0.00793397,0.0286534218996,cdm_run_v31526680929665,-1.44449116484,shape,0.0318777,3,-0.816496580928,-0.241351989042,-0.559168964554,-0.800520953596
233,2,6.72540664851,0.818174534853,4.28225837724,-0.0874553397298,-0.00336344214156,0.689478,0.17120634682,cdm_run_v31526680983312,11.8258395606,square,0.354729,0,-1.27130715686,1.93485612438,4.72958900779,6.66444513217
234,2,1.81122639151,1.38396871136,0.82256997323,-0.108917653561,-0.00644066231325,0.223907,0.226988549771,cdm_run_v31526680983312,4.01776507611,shape,0.113516,0,-1.39121668728,1.83624567256,1.61775878796,3.45400446053
235,2,0.18954300129,-0.08427550332,2.00763584735,-0.138392329216,0.0180440265685,0.0702682,0.0822329121819,cdm_run_v31526753293577,2.11290334532,square,0.19614,0,-1.25822955067,1.70082173336,0.858595141376,2.55941687474
236,2,-0.50153869886,0.596281650223,2.86511040943,-0.151878446341,0.0275388658047,0.0047949,0.14932970963,cdm_run_v31526753329532,2.9598533608,square,0.255924,0,-1.25822955067,1.63885860518,1.19613862384,2.83499722903
237,2,0.0454945085717,-0.667675960025,-0.416962976516,-0.622639596462,-0.301192492247,0.056621,0.0247148887935,cdm_run_v31526767678558,-1.03914442797,square,0.0270945,3,1.04341251546,-0.524094097674,-0.397622064892,-0.921716162566
238,2,0.00135385029024,-0.38443918599,-0.209116042193,-0.562603414059,-0.140228867531,0.0524391,0.0526394802232,cdm_run_v31527720557857,-0.592201377892,square,0.0415858,0,-0.958219013401,-0.24825268008,-0.21949736942,-0.4677500495
239,2,-0.0470394852961,1.38390717853,-0.290097360355,-0.19565102458,-0.11774045974,0.0478543,0.226982483189,cdm_run_v31527720557857,1.04677033288,shape,0.0359397,0,-1.10514071141,1.4377417195,0.433698461276,1.87144018077
240,3,1.40788174556,0.133648760198,-0.0523670416788,-0.340610295534,-0.0578263439238,0.185694,0.103718279123,cdm_run_v31525906762541,1.48916346408,square,0.0525145,0,-1.87181362006,0.771713847756,0.610009831951,1.38172367971
242,3,0.887036966177,-0.234569343966,-0.148223357639,-0.52010011673,-0.263848334551,0.136349,0.0674152949825,cdm_run_v31525984944345,0.504244264572,square,0.0458313,3,0.75074848824,-0.0529676150006,0.217480107088,0.164512492087
243,3,-0.320450009571,0.451292009664,-0.377814093584,-0.380345135927,-0.292753279209,0.0219513,0.135035038721,cdm_run_v31525984944345,-0.24697209349,shape,0.029824,0,-1.12049677858,0.589148696823,-0.0819096809183,0.507239015904
244,3,-0.0931075173077,-0.555930770332,0.598565787899,-0.522437751293,-0.159661710262,0.0434898,0.0357319566762,cdm_run_v31525992375245,-0.0504724997399,square,0.0978982,2,0.384774151605,-0.0637080785988,-0.00359672741989,-0.0673048060187
245,3,-0.32405882161,1.43818264399,1.03071380511,-0.254010528326,-0.162574499846,0.0216094,0.232333554577,cdm_run_v31526078151101,2.14483762749,square,0.128028,0,-1.10514071141,1.16960394659,0.871322231074,2.04092617766
246,3,-0.198316157261,0.534290051397,-0.361672619742,-0.478219896555,-0.245540052652,0.0335223,0.143217897083,cdm_run_v31526078151101,-0.0256987256062,shape,0.0309494,3,0.75074848824,0.13945466836,0.00627661320477,0.145731281565
247,3,-0.203795345121,1.20886195671,3.83827461788,-0.144327357411,0.0322123579681,0.0330032,0.209724603036,cdm_run_v31526078606222,4.84334122947,square,0.323774,0,-1.87181362006,1.67355273448,1.94678393083,3.62033666531
248,3,0.148259627065,-0.139233547308,0.495903776775,0.0140212280676,0.0146914580837,0.066357,0.0768145447069,cdm_run_v31526148565492,0.504929856532,square,0.0907405,0,-1.1303235216,2.4010989665,0.217753342926,2.61885230943
249,3,0.550939297415,2.32531743346,2.46607722678,-0.0720734894276,0.0106809381396,0.104507,0.31979704382,cdm_run_v31526148565492,5.34233395766,shape,0.228103,0,-1.27130715686,2.00552936213,2.14565250645,4.15118186858
250,3,1.03395435364,2.00013655147,2.45311126592,-0.241990655661,0.0288710854948,0.150268,0.287737141636,cdm_run_v31526154337782,5.48720217102,square,0.227199,0,-1.18427107771,1.22483028815,2.20338828819,3.42821857634
251,3,5.47707856009,1.00354819854,10.6610091203,-0.192313656211,0.0522680804133,0.571211,0.189482518189,cdm_run_v31526154337782,17.1416358789,shape,0.799462,0,-1.39121668728,1.45307554629,6.84814661871,8.301222165
252,3,-0.26941154881,2.24986763455,2.75888706194,-0.261045694351,0.00719649530947,0.0267867,0.312358374123,cdm_run_v31526154627196,4.73934314768,square,0.248518,0,-1.60956649857,1.13728026957,1.90533653245,3.04261680203
253,3,2.90991385905,0.202866834441,-0.249671961364,-0.0745307728648,-0.0153634482995,0.327997,0.110542556971,cdm_run_v31526154627196,2.86310873213,shape,0.0387582,0,-0.969334429511,1.99423916146,1.15758201687,3.15182117833
254,3,1.52022040169,0.201997140853,3.62539763657,-0.165090829134,-0.0108389081433,0.196337,0.110456813027,cdm_run_v31526154829898,5.34761517912,square,0.308932,0,-1.39121668728,1.578153173,2.1477572846,3.7259104576
255,3,-0.171491252563,2.71890352828,-0.380897812152,-0.116214245558,-0.0603942461312,0.0360637,0.358601083047,cdm_run_v31526154829898,2.16651446356,shape,0.029609,0,-1.22884788078,1.80272085137,0.879961317918,2.68268216929
257,3,0.115015069012,0.9648796313,-0.138797218836,-0.286407917738,-0.16485644877,0.0632074,0.185670146208,cdm_run_v31526245452952,0.941097481476,shape,0.0464885,0,-0.958219013401,1.02075134697,0.391583600169,1.41233494714
258,3,-0.495702429656,-0.633142051155,-0.355640005651,-0.597994625568,-0.424317628145,0.00534783,0.0281196207495,cdm_run_v31526412933917,-1.48448448646,square,0.03137,1,-0.262713541539,-0.410860653509,-0.575107904053,-0.985968557563
259,3,-0.0915010206936,-0.459221363859,-0.526601363042,-0.428526312113,-0.35072234273,0.043642,0.0452666319399,cdm_run_v31526415298029,-1.07732374759,square,0.0194504,2,0.157877244488,0.367776127673,-0.412838051986,-0.0450619243129
260,3,-0.185883224529,-0.442976211363,0.672643879333,-0.304190218449,-0.175095945597,0.0347002,0.0468682574622,cdm_run_v31526415298029,0.0437844434404,shape,0.103063,2,-0.446487652492,0.939049032805,0.0339684373079,0.973017470113
261,3,-0.164019248929,-0.4617346006,-0.738813695428,-0.332240641117,-0.196285098791,0.0367716,0.0450188494639,cdm_run_v31526423557040,-1.36456754496,square,0.00465474,0,-0.980797221746,0.810168946778,-0.527316202887,0.28285274389
262,3,-0.362365638376,0.810470913885,0.315061611378,-0.279931813478,-0.149576127529,0.0179802,0.170446839271,cdm_run_v31526423557040,0.763166886887,shape,0.078132,0,-1.17322319175,1.0505063665,0.320671136107,1.37117750261
263,3,0.793022082198,-0.72950321713,0.0601600002868,-0.243176355958,-0.121598370373,0.127442,0.0186192788581,cdm_run_v31526424268311,0.123678865355,square,0.06036,0,-1.26891814421,1.21938248588,0.0658095624154,1.28519204829
264,3,0.075512351678,-0.0115933342688,0.682741264783,-0.232032746077,-0.0724875181913,0.0594649,0.0893987185356,cdm_run_v31526424268311,0.746660282192,shape,0.103767,0,-0.980797221746,1.27058276251,0.314092593418,1.58467535592
266,3,-0.322419603974,2.21936294745,3.00360523032,-0.18918210268,-0.108206294477,0.0217647,0.309350887094,cdm_run_v31526495821185,4.90054857379,square,0.26558,0,-1.17322319175,1.46746373905,1.96958334741,3.43704708646
267,3,-0.375304163669,-0.738052987702,-0.558815464917,-0.748658835888,-0.489048838615,0.0167544,0.0177763485894,cdm_run_v31526495972835,-1.67217261629,square,0.0172044,2,0.384774151605,-1.10310036116,-0.649909136477,-1.75300949764
268,3,-0.552149675305,-0.91835699112,-0.805576058989,-0.0,-0.0,0.0,0.0,cdm_run_v31526495972835,-2.27608272541,shape,0.0,0,-1.60956649857,2.33667722495,-0.89059148798,1.44608573697
269,3,-0.391957052683,-0.203420859668,-0.454775103307,-0.732083022594,-0.212611556053,0.0151767,0.0704862546086,cdm_run_v31526500472039,-1.05015301566,square,0.0244582,2,0.40961596026,-1.02694135748,-0.402009427732,-1.42895078521
270,3,-0.251334767593,-0.828410864429,-0.563935872027,-0.604876458645,-0.374046653509,0.0284993,0.00886787687468,cdm_run_v31526501614452,-1.64368150405,square,0.0168474,0,-0.924134115767,-0.442479829074,-0.638554287822,-1.0810341169
271,3,-0.247455743245,0.0601661970026,0.278472932,-0.67444640398,-0.256210356951,0.0288668,0.0964735611254,cdm_run_v31526501890472,0.0911833857575,square,0.075581,2,0.0804373380258,-0.762124942655,0.0528588130828,-0.709266129572
272,3,0.296750790118,-0.654733828308,-0.576224849091,-0.325992524624,-0.0733448117971,0.0804251,0.0259908662567,cdm_run_v31526501890472,-0.934207887281,shape,0.0159906,0,-1.27130715686,0.838876456845,-0.35580065308,0.483075803765
273,3,-0.541577935398,-0.699648771997,-0.40925798296,-0.729101896286,-0.378631085157,0.00100157,0.0215626578933,cdm_run_v31526502079646,-1.65048469036,square,0.0276317,4,1.55969671373,-1.01324431557,-0.641265629879,-1.65450994544
274,3,-0.296799043978,-0.4898923249,-0.26007198152,-0.612844884396,-0.143879517913,0.024192,0.0422427518002,cdm_run_v31526502817047,-1.0467633504,square,0.0380331,2,0.40961596026,-0.479091448387,-0.400658510446,-0.879749958833
275,3,-0.377017267483,-0.543704125611,-0.384621223036,-0.316023916006,-0.263878703117,0.0165921,0.0369373935745,cdm_run_v31526509011182,-1.30534261613,square,0.0293494,0,-1.1303235216,0.884678088837,-0.503712698124,0.380965390713
276,3,-0.548015426988,-0.823184686312,-0.415200236926,-0.464271426201,-0.239587903023,0.00039168,0.00938313090249,cdm_run_v31526509068920,-1.78640035023,square,0.0272174,2,0.384774151605,0.203542118323,-0.695433460703,-0.49189134238
277,3,-0.290270672389,0.184634682246,-0.239756730453,-0.235620215535,-0.170420795679,0.0248105,0.108745031199,cdm_run_v31526509068920,-0.345392720596,shape,0.0394495,2,0.188011312169,1.2540998247,-0.121134240352,1.13296558434
278,3,0.266331850616,-0.05889363324,-0.498464941116,-0.509724855423,-0.254810512066,0.0775432,0.0847353356547,cdm_run_v31526509143887,-0.29102672374,square,0.0214121,3,0.933406473358,-0.00529758215901,-0.0994672144698,-0.104764796629
279,3,11.5865049642,2.13578168621,1.30289858306,-0.146032959223,0.00851238332689,1.15002,0.301110528549,cdm_run_v31526509216312,15.0251852334,square,0.147005,0,-1.12049677858,1.66571619986,6.00465632024,7.67037252011
280,3,2.52619127096,2.93119679682,0.672916393997,-0.198806628585,0.030891938135,0.291643,0.379531284669,cdm_run_v31526583513351,6.13030446177,square,0.103082,3,-0.816496580928,1.42324302476,2.45969029284,3.88293331759
281,3,-0.400855059554,4.51689452859,1.55438658941,-0.33261936903,0.0301810242236,0.0143337,0.535866779739,cdm_run_v31526583537981,5.67042605845,square,0.164539,0,-1.89904661921,0.80842884872,2.27641034132,3.08483919004
282,3,0.386597438138,1.19542188396,0.246551424818,-0.446058660746,-0.032538972795,0.0889372,0.208399533078,cdm_run_v31526588694293,1.82857074692,square,0.0733554,1,-0.40961596026,0.287222239882,0.74527721979,1.03249945967
284,3,-0.306883451765,-0.329950845798,-0.272954753694,-0.326474189758,-0.204750135541,0.0232366,0.0580115391401,cdm_run_v31526592760212,-0.909789051257,shape,0.0371349,0,-1.18427107771,0.836663404847,-0.346068769499,0.490594635349
285,3,-0.258981987021,-0.81067879161,0.108532787456,0.00815533753484,0.00788530241698,0.0277748,0.0106160993305,cdm_run_v31526597723223,-0.961127991175,square,0.0637326,0,-0.980797221746,2.37414762657,-0.366529392026,2.00761823455
287,3,-0.41734751001,3.08070183446,0.174458387569,-0.326194226742,0.0308739207685,0.0127712,0.394271133006,cdm_run_v31526677237307,2.83781271202,square,0.068329,2,0.586372829096,0.837949719069,1.14750054032,1.98545025939
