,session_id,age,tracing_item,pre_tran,post_tran,rotate,translate,scale,norm_r,norm_t,norm_s,spatial
0,e11532111112405,7,this square,0.0389755144715,0.0146098369732,0.077623,0.0818627,0.026215153683531233,0.86068403665523252,0.040189233253597932,-0.62428956244347089,0.27658370746535954
1,e11532111112405,7,this shape,0.0563080757856,0.0350619293749,0.0428493,0.0473053,0.075460420171710479,0.089000530908096606,-0.39327405715919428,-0.41067657483112491,-0.71495010108222257
2,e11532111112405,7,this circle,0.0542330443859,0.0435462296009,0.00374043,0.167024,0.36315473840748969,-0.77888587012541888,1.1083901380286587,0.83726555686986648,1.1667698247731062
3,e11532113637303,4,this shape,0.0659659877419,0.0339701101184,0.0155123,0.0508782,0.053763158325178466,-0.51765064205325717,-0.34845839524571032,-0.50479357848583362,-1.370902615784801
4,e11532113637303,4,this circle,0.0603958554566,0.0443990938365,0.0658643,0.0732326,0.28449622612711323,0.59974092824897873,-0.068060518557146149,0.49606566076641345,1.027746070458246
5,e11532114278628,5,this square,0.0546294860542,0.020833702758,0.192194,0.0766991,0.2071037434581306,3.4031940740194848,-0.024578923118928217,0.16035746745962315,3.5389726183601797
6,e11532114278628,5,this shape,0.0809687376022,0.0609201006591,0.00149057,0.0976877,0.40617992075704967,-0.82881389625584323,0.23868711020386732,1.0238974587697498,0.43377067271777392
7,e11532114278628,5,this circle,0.051386822015,0.0355137325823,0.000189087,0.0149775,0.061574920790134081,-0.85769575081889671,-0.79877059478582157,-0.47090821167483865,-2.1273745572795568
8,e11532119809715,7,this square,0.0446450673044,0.0324294194579,0.0396968,0.0890933,0.1126417877659928,0.01904251852806842,0.13088538043742623,-0.24939360122321491,-0.099465702257720251
9,e11532119809715,7,this shape,0.0502148382366,0.031768091023,0.00755279,0.0747619,0.045890971322459596,-0.69428365506854961,-0.048878278100846037,-0.53894105101697543,-1.2821029841863711
10,e11532119809715,7,this circle,0.058290630579,0.0435589328408,0.0667635,0.175754,0.73730929015076507,0.61969383245963738,1.2178914357754282,2.460249395241906,4.2978346634769711
11,e11532122541242,5,this square,0.0428500063717,0.0349387191236,0.0550012,0.068619,0.074146917020401673,0.35867169151876505,-0.12593068679616179,-0.41637420533245761,-0.18363320060985436
12,e11532122541242,5,this shape,0.0595754943788,0.0489889159799,0.0252946,0.0186484,0.049719186210870119,-0.30056534081431596,-0.75272572262020621,-0.52233526374335526,-1.5756263271778774
13,e11532122541242,5,this circle,0.0519749894738,0.0450999289751,0.00387235,0.122339,0.37019903234079859,-0.77595839571205338,0.5478926921954218,0.86782184745415725,0.63975614393752567
